Gene.ID,genus_tax_id,tax_level,name,category,SRR12515807,SRR12515808,SRR12515809,SRR12515810,SRR12515811,SRR12515812,SRR12515813,SRR12515814,SRR12515815,SRR12515816,SRR12515817,SRR12515818,SRR12515819,SRR12515820,SRR12515821,SRR12515822,SRR12515823,SRR12515824,SRR12515825,SRR12515826,SRR12515827,SRR12515829,SRR12515830,SRR12515831,SRR12515832,SRR12515833,SRR12515834,SRR12515835,SRR12515836,SRR12515837,SRR12515838,SRR12515839,SRR12515840,SRR12515841,SRR12515842,SRR12515843,SRR12515844,SRR12515845,SRR12515846,SRR12515847,SRR12515848,SRR12515849,SRR12515850,SRR12515851,SRR12515852,SRR12515853,SRR12515854,SRR12515855,SRR12515856,SRR12515857,SRR12515858,SRR12515859,SRR12515860,SRR12515861,SRR12515862,SRR12515863,SRR12515864,SRR12515865,SRR12515866,SRR12515867,SRR12515868,SRR12515869,SRR12515870,SRR12515871,SRR12515872,SRR12515873,SRR12515874,SRR12515875,SRR12515876,SRR12515877,SRR12515878,SRR12515879,SRR12515880,SRR12515881,SRR12515882,SRR12515883,SRR12515884,SRR12515885,SRR12515886,SRR12515887,SRR12515888,SRR12515889,SRR12515890,SRR12515891,SRR12515892,SRR12515893,SRR12515894,SRR12515895,SRR12515896,SRR12515897,SRR12515898,SRR12515899,SRR12515900,SRR12515901,SRR12515902,SRR12515903,SRR12515904,SRR12515905,SRR12515906,SRR12515907,SRR12515908,SRR12515909,SRR12515910,SRR12515911,SRR12515912,SRR12515913,SRR12515914,SRR12515915,SRR12515916,SRR12515917,SRR12515918,SRR12515919,SRR12515920,SRR12515921,SRR12515922,SRR12515923,SRR12515924,SRR12515925,SRR12515926,SRR12515927,SRR12515928,SRR12515929,SRR12515930,SRR12515931,SRR12515932,SRR12515933,SRR12515934,SRR12515935,SRR12515936,SRR12515937,SRR12515938,SRR12515939,SRR12515940,SRR12515941,SRR12515942,SRR12515943,SRR12515944,SRR12515945,SRR12515946,SRR12515947,SRR12515948,SRR12515949,SRR12515950,SRR12515951,SRR12515952,SRR12515953,SRR12515954,SRR12515955,SRR12515956,SRR12515957,SRR12515958,SRR12515959,SRR12515960,SRR12515961,SRR12515962,SRR12515963,SRR12515964,SRR12515965,SRR12515966,SRR12515967,SRR12515968,SRR12515969,SRR12515970,SRR12515971,SRR12515972,SRR12515973,SRR12515974,SRR12515975,SRR12515976,SRR12515977,SRR12515978,SRR12515979,SRR12515980,SRR12515981,SRR12515982,SRR12515983,SRR12515984,SRR12515985,SRR12515986,SRR12515987,SRR12515988
363952,283,1,Comamonas thiooxydans,bacteria,122,37,0,0,21,6,27,9,13,0,75,86,0,0,6,6,5,15,31,0,154,34,0,0,18,0,0,0,0,0,0,0,0,14,2,1,0,0,136,6,31,68,27,540,3,17,4,0,317,3,15,362,106,415,0,1,2,2,2,0,5,0,0,0,51,3,0,432,0,0,0,121,0,0,2,0,0,28,0,0,407,0,7,0,393,3,0,1,150,5,4,27,4,99,436,1,1,11,0,58,17,0,11,0,0,0,0,0,4,0,0,59,0,8,0,2,7,2,1,0,0,10,27,238,129,290,0,4,2,57,3,0,7,35,255,20,2,11,0,10,0,10,24,52,0,0,0,18,0,0,7,13,8,10,145,28,285,0,4,0,25,10,4,5,5,0,0,0,0,0,0,127,180,0,12,3,8,96,18,2,57
32013,283,1,Comamonas terrigena,bacteria,144,199,3,0,0,6,10,3,57,0,89,72,308,0,8,2,0,0,4,8,0,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,21,323,2,2,13,6,780,2,9,856,44,737,1,0,2,10,0,0,0,832,0,65,0,0,0,0,0,0,0,283,266,0,7,10,1,0,8,0,79,0,0,0,84,2,1,9,5,0,0,0,5,0,298,4,0,0,4,54,57,0,0,0,0,0,0,0,0,354,0,87,597,0,10,4,2,0,1,0,0,0,0,86,0,86,0,16,0,86,13,0,0,38,0,0,6,1,10,13,21,0,106,89,0,33,100,0,14,0,0,68,9,21,0,0,57,1,14,0,24,69,2,5,2,0,0,0,0,2,55,0,0,0,6,3,0,0,0,1,7
1082851,283,1,Comamonas serinivorans,bacteria,0,285,8,2,3,4,0,15,23,0,49,0,0,31,16,0,0,18,0,30,0,0,0,0,215,17,18,0,0,0,29,0,4,0,0,0,0,0,35,0,0,52,4,42,0,2,4,3,932,5,0,189,0,272,0,0,0,2,3,802,2,0,0,0,0,1,0,0,0,0,248,0,0,345,3,0,2,33,0,22,139,0,115,0,252,0,2,0,0,0,47,0,0,0,53,0,0,4,45,7,8,0,0,0,0,0,0,0,4,75,0,0,0,2,0,0,0,0,0,14,0,0,0,79,0,118,0,0,0,8,7,4,15,0,0,16,4,0,0,0,0,0,6,0,0,61,0,2,0,0,0,56,0,7,164,0,73,0,0,0,40,7,0,18,23,0,0,0,0,0,33,0,0,4,4,3,12,4,39,8,9
285,283,1,Comamonas testosteroni,bacteria,1641,22962,36,6,99,60,2614,138,99,6,2867,536,582,10,115,30,39,168,561,75,0,57,4,0,200,131,128,5,0,0,0,15,0,0,0,1,2,96,43,27,0,529,49,3796,17,42,35,63,1709,27,59,6485,1514,3896,22,40,62,70,80,2897,75,129,831,280,13,34,0,0,0,71,2201,2261,3260,866,26,25,7,106,122,191,1135,21,222,0,3097,11,3,22,2024,14,309,785,17,2670,1249,3,29,47,62,38,88,0,0,33,0,0,20,0,4,2949,0,1856,1516,13,130,5,56,15,22,83,864,99,867,1246,1340,1898,29,25,13,203,78,159,97,287,312,269,19,15,25,73,219,132,150,2255,0,288,1802,86,17,37,59,279,35,142,4246,1035,1828,33,67,22,158,171,13,364,9,0,0,0,0,0,996,3716,1111,13,29,17,44,235,112,28,139
1117645,308865,1,Elizabethkingia anophelis,bacteria,412,1564712,617333,1208196,651415,574719,1264,268,318,7,49,0,0,131,181,33,67,31,53,49,140,0,0,0,78,103,76,0,0,0,0,0,0,0,0,0,0,101,0,0,0,263,3607727,445,177,153812,231283,183,140,126,150,776,149,291,192,193,269,586,155,615,171,0,0,0,0,0,0,0,0,0,1557,286,125,584,31,37,44,70,14,45,0,111,109,0,0,1694843,15,24,76,35,64,31,49,60,0,64,49,42,41,59,59,0,0,87,0,0,0,0,0,0,0,0,0,168,63,33,0,0,55,0,0,0,0,125,99,0,41,2660,48,79,20,48,16,62,18,13,54,1600,57,65,130,20,86,72,33,107,101,27,42,15,15,93,24,37,130,0,47,53,76,29,60,49,91,49,0,0,0,0,0,0,59,68,0,1701870,45,42,68,66,423,24,3299739
172045,308865,1,Elizabethkingia miricola,bacteria,0,14130,4259,2827,3092,3367,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20267,0,0,990,1013,2,0,0,1,0,0,0,0,0,0,0,0,177,2,0,0,0,0,0,0,0,0,0,0,0,84,89,0,0,0,0,0,0,0,0,0,0,0,5261,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,132,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4998,0,0,0,0,0,0,52322
238,308865,1,Elizabethkingia meningoseptica,bacteria,0,20181,8762,7635,6943,4767,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,131855,0,4,1807,2654,6,0,1,3,0,0,0,35,3,6,2,2,0,0,0,0,0,0,0,0,0,22,0,350,0,0,0,1,0,85,0,0,0,0,0,0,0,0,10709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11133,1,2,0,0,0,0,161548
85698,222,1,Achromobacter xylosoxidans,bacteria,688,433,69,7,79,54,161,55,533,0,1451,573,947,10,76,18,417,49,182,61,418,32,68,97,89,366,128,13,1858,3070,133,325,182,744,11,6,0,108,75,91,930,413,43,4428,10,56,14,441,1018,27,26,1420,213,1504,4,23,21,14,35,773,123,1305,2244,832,20,6,21,444,118,204,1441,799,1318,472,16,19,17,209,98,47,880,9,87,0,3954,18,7,16,160,10,278,277,8,514,1065,20,12,25,99,34,153,8,26,29,198,0,261,72,207,803,0,727,1799,17,166,8,106,2,9,227,144,155,800,803,1664,1586,18,19,4,181,11,65,58,393,254,312,9,17,45,23,223,73,304,1321,0,302,1102,32,26,4,63,149,20,161,443,410,545,11,64,7,42,46,13,43,121,3,0,4,24,4,498,673,1422,0,2,32,40,59,46,52,285
217203,222,1,Achromobacter spanius,bacteria,88,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,7,0,15,0,0,2,0,0,9,8,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,2,11,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,80,0,0,2,3,0,0,0,0,0
2303750,40323,1,Stenotrophomonas sp. G4,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
40324,40323,1,Stenotrophomonas maltophilia,bacteria,215,561,6,0,60,396,46,32,38,0,1085,293,839,9,76,4,18,39,46,54,512,210,34,17,108,94,91,34,612,176,88,247,306,449,11,10,0,62,473,359,69,122,24,1431,2,112,21,31,715,69,20,565,83,964,0,16,13,63,31,334,47,2796,4787,2190,58,32,20,646,941,54,516,1169,1765,1289,5,5,12,48,17,105,1012,13,402,0,1720,3,4,5,97,9,92,544,25,701,1077,3,7,39,38,38,59,2,23,17,83,0,116,45,77,1132,0,1158,1383,10,75,4,82,0,9,51,167,100,90,1126,1154,1455,22,32,20,63,24,18,18,458,285,228,6,10,8,186,272,41,563,485,0,194,1920,2,3,24,2075,96,16,224,2402,415,1594,23,21,5,36,56,26,72,74,0,0,13,14,17,765,1562,1469,11,5,26,32,53,22,47,133
1773,1763,1,Mycobacterium tuberculosis,bacteria,63,30,6,0,15,2,18,3,45,0,165,0,58,0,13,2,2,28,19,43,22,239,19,6,18,123,16,7,226,97,129,244,26,238,119,0,1,24,18,70,160,39,4,52,1,0,2,2,137,0,0,0,146,1193,0,0,8,2,17,0,2,111,221,497,9,6,24,0,1167,219,275,125,98,155,2,0,2,17,23,9,198,2,25,0,576,0,3,0,21,4,8,39,2,41,187,2,2,0,22,0,15,1,5,0,2,0,42,77,17,246,0,156,0,0,0,0,10,5,0,34,93,10,61,227,83,184,2,1,11,4,9,3,5,20,16,29,2,1,0,5,134,5,23,242,0,54,276,0,29,0,37,9,0,0,1292,65,0,0,5,0,0,6,2,11,76,0,1,0,0,3,73,0,66,0,0,28,17,28,18,0,12
171292,1763,1,uncultured Mycobacterium sp.,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,52,44,25,0,0,0,0,0,0,0,9,32,24,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1314,1301,1,Streptococcus pyogenes,bacteria,243,0,6,0,9,0,0,0,14,2,251,0,2004,1,34,2,12,0,31,79,109,0,6,8,0,8,0,4,0,0,24,0,9,22,0,0,0,16,0,0,214,0,8,0,0,0,0,1,67,0,3,51,33,0,3,2,0,11,0,0,2,0,0,0,4,3,8,0,0,0,0,87,0,0,3,2,1,40,8,0,98,3,8,0,305,0,2,3,30,0,10,110,0,37,568,7,2,2,0,9,0,2,2,0,0,0,6,11,2,98,0,0,1238,1,0,3,4,2,7,11,36,11,0,89,214,679,2,0,2,4,2,2,10,56,10,48,4,2,6,0,0,11,3,0,0,26,139,0,1,36,13,40,7,6,94,24,58,0,3,2,27,11,1,25,2,0,0,0,0,0,155,105,808,0,9,6,16,3,16,3,5
1313,1301,1,Streptococcus pneumoniae,bacteria,131,201,41,2,22,26,809,15,6,0,337,160,2643,2648,120,3,13,1206,1968,46,811,495,301,62,80,210,3009,89,1967,302,227,534,211,230,83,51,5,247,68,224,383,389,12,372,0,1,8,137,1586,3,8,191,78,435,5,12,10,13,27,1193,26,6494,5516,2871,40,87,71,1504,894,1372,164,3137,1785,363,14,5,2,11070,151,67,638,7,135,0,1663,4,9,3,129,31,37,641,9,136,1590,14,10,15,18,26,79,6,14,10,0,0,83,21,66,440,0,1351,6060,6,38,8,68,16,14,335,737,267,343,561,1308,1142,8,4,3,48,15,13,18,185,319,67,29,5,23,3456,228,72,160,495,0,303,5708,9,17,6,80,159,40,62,1142,131,207,4,12,1,38,2781,7,4099,100,9,0,0,6,18,956,640,3474,11,27,17,33,127,79,0,49
28037,1301,1,Streptococcus mitis,bacteria,0,50,46,0,0,4,0,0,0,0,0,0,947,0,16,0,0,3,40,9,306,0,52,0,0,19,12,36,23,184,33,635,60,0,2,38,0,6,6,237,0,92,0,90,0,0,0,1,926,0,1,0,0,696,0,0,0,8,0,506,2,2630,0,2675,2,0,20,3646,822,681,0,36,994,0,0,0,0,12,25,0,575,17,32,0,267,4,0,0,13,3,0,1641,0,222,1213,0,0,2,44,0,0,0,0,0,0,0,0,5,4,408,0,599,4229,0,0,0,16,2,3,25,0,10,329,203,687,1122,2,0,0,0,118,0,0,72,0,15,4,0,3,0,0,0,26,0,0,135,2182,2,0,2,188,0,0,0,192,597,113,0,0,0,8,17,4,0,15,4,0,0,2,0,202,269,6222,0,0,0,0,0,0,0,0
1303,1301,1,Streptococcus oralis,bacteria,349,0,6,0,0,0,6,0,0,0,0,0,2047,0,45,2,0,0,0,0,41,112,13,7,0,0,0,0,24,0,0,27,7,0,3,0,2,16,0,0,0,88,0,107,0,0,0,0,166,0,0,82,0,0,0,0,0,8,0,3621,0,169,0,0,5,0,4,69,0,34,0,38,637,736,4,2,0,16,0,0,60,0,0,0,0,0,0,2,0,0,0,41,0,0,0,2,0,2,0,30,0,0,2,0,0,0,0,8,4,0,0,172,1617,0,0,2,2,3,2,9,133,178,126,0,461,0,2,6,2,135,0,55,0,19,22,8,0,2,2,0,0,0,0,78,0,127,0,8,11,36,128,34,0,4,0,24,0,0,0,0,0,0,2,21,48,0,0,0,0,4,379,0,499,2,2,2,0,26,37,0,0
1491,1485,1,Clostridium botulinum,bacteria,60,0,0,7,3,40,6,0,0,0,2588,3149,1715,4,3,0,0,2,17,15,108,59,24,10,48,0,0,2,1073,21,79,0,4,123,0,2,0,9,5,43,13,0,6,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,0,5948,2797,4786,9,2,24,156,407,2001,0,0,0,0,1,0,0,0,11,0,59,0,218,0,755,7,0,0,6,1,0,247,0,557,2177,2,4,3,14,0,0,0,0,0,0,0,2,0,0,329,0,887,6182,0,0,2,3,1,0,19,1966,110,117,658,118,66,0,0,0,4,0,0,0,418,818,325,0,2,0,0,8,15,25,0,0,0,935,0,0,0,0,19,0,0,8304,306,2381,2,2,0,13,10,0,25,0,0,0,2,1,0,179,60,71,443,5,3,28,9,10,20,38
651143,861914,1,Fibrella aestuarina,bacteria,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
216816,1678,1,Bifidobacterium longum,bacteria,201,37,0,0,0,0,0,0,0,0,57,0,591,0,0,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,25,23,0,0,2,0,0,12,0,0,0,15,0,0,0,0,0,0,794,1,0,97,0,0,0,0,1,0,0,0,0,131,345,0,0,0,0,33,0,0,0,0,206,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,0,0,352,0,0,0,0,0,0,0,2327,15,0,0,0,0,0,0,0,4,0,0,0,0,1,27,0,0,0,1,10,0,488,228,0,307,277,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,64,0,0,0,0,0,42,0,40,0,0,0,0,0,0,0,0,188,0,0,2,0,0,7,0,0
2066070,68287,1,Mesorhizobium japonicum,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388058,379,1,Rhizobium sp. cmp6,bacteria,125,39,5,0,6,3,17,8,10,0,251,0,93,2,9,19,6,11,30,39,0,0,0,0,7,14,55,0,0,0,0,0,0,0,0,0,0,15,0,0,0,73,16,160,2,0,0,7,176,3,2,149,67,199,0,8,0,3,8,134,5,0,0,0,0,0,0,0,0,0,126,70,260,0,6,0,2,10,22,22,110,4,10,0,600,2,3,2,14,5,24,56,0,145,112,4,0,7,11,6,10,0,0,0,0,0,0,0,0,217,0,82,0,0,12,0,0,0,0,0,0,0,0,0,87,201,0,9,5,29,11,13,13,28,37,36,2,4,6,4,15,16,39,295,0,51,130,7,5,3,14,13,12,35,235,41,129,3,7,6,0,17,6,18,0,0,0,0,0,0,38,200,65,0,6,4,24,19,16,12,13
139021,37914,1,Dietzia psychralcaliphila,bacteria,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1444712,1851152,1,Candidatus Rubidus massiliensis,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,13,0,0,0
1049583,57493,1,Kocuria indica,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
71999,57493,1,Kocuria palustris,bacteria,0,34,0,0,0,0,0,0,0,0,318,0,0,2,0,2,0,34,12,0,0,0,0,0,6,20,19,0,0,0,0,0,0,0,0,0,0,90,0,0,0,20,6,0,0,0,0,0,0,0,1,0,18,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,233,118,2,0,0,27,0,0,163,0,14,0,0,0,0,3,8,0,7,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,6,0,65,0,48,0,0,0,0,0,0,2,0,0,0,16,105,0,110,4,14,3,21,4,0,0,0,0,24,2,2,0,0,9,0,46,120,0,17,0,2,1,0,9,9,0,6,612,25,80,4,0,0,9,57,0,13,0,0,0,0,0,0,56,0,92,0,2,6,0,57,0,2,0
72000,57493,1,Kocuria rhizophila,bacteria,0,0,0,0,0,0,16,0,0,0,0,0,0,2,4,0,0,0,0,0,0,22,22,4,0,16,0,0,0,0,0,0,102,0,0,6,0,0,140,30,0,0,0,0,0,0,0,0,309,0,0,86,0,62,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,4,0,2,0,0,0,19,6,0,0,0,0,0,0,0,2,0,0,15,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,93,1639,0,8,2,0,0,0,0,0
851,848,1,Fusobacterium nucleatum,bacteria,0,1655,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,10,0,4,0,0,0,4,120,0,283,0,0,0,18,0,0,6,23,390,196,0,0,0,0,0,6,0,316,0,0,0,10,130,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,84,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,26,0,0,0,0,0,0,0,2,2,4,0,189,33,14,647,84,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,48,0,0,142,0,0,0,0,0,0,0,202,2,0,4,4,0,0,0,584
661481,398041,1,Flavisolibacter ginsenosidimutans,bacteria,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,100,236,0,0,88,144,1316,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,66,2,0,2,43,0,0,8867,78,0,3201,6,0,2,0,58,0,0,9,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,22,0,0,123,5,0,2,30,0,0,0,0,0,0,210,0,0,0,0,23,0,0,0,1404,1384,0,0,13,39,0,27,12,0,0,0,0,0,0,0,0,0,0,0,194,0,88,0,7,2,15,0,6,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636608,642,1,Aeromonas sp. ASNIH3,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
266779,449972,1,Chelativorans sp. BNC1,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
536441,59732,1,Chryseobacterium taklimakanense,bacteria,0,120,34,43,48,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,956,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,27502,0,0,146,0,0,0,0,0,0,0,76129,1415,3535,20914,200,146,70,0,1077,0,0,261,0,0,0,68,0,0,0,0,0,0,294,0,0,2,2,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,1494,0,0,0,7,0,0,0,0,23426,13895,6061,151,199,117,0,393,287,236,0,0,0,0,0,0,0,8,0,0,5894,0,2970,8121,308,105,199,518,8,189,411,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,116
