Gene.ID,tax_id,tax_level,genus_tax_id,name,category,SRR11715726,SRR11715727,SRR11715729,SRR11715730,SRR11715731,SRR11715732,SRR11715733,SRR11715734,SRR11715735,SRR11715736,SRR11715737,SRR11715738,SRR11715739,SRR11715740,SRR11715741,SRR11715742,SRR11715743,SRR11715744,SRR11715745,SRR11715746,SRR11715747,SRR11715748,SRR11715749,SRR11715750,SRR11715751,SRR11715752,SRR11715753,SRR11715754,SRR11715755,SRR11715756,SRR11715757,SRR11715758,SRR11715759,SRR11715760,SRR11715761,SRR11715762,SRR11715763,SRR11715764,SRR11715765,SRR11715766,SRR11715767,SRR11715768,SRR11715769,SRR11715770,SRR11715771,SRR11715773,SRR11715774,SRR11715775,SRR11715776,SRR11715777,SRR11715778,SRR11715779,SRR11715780,SRR11715782,SRR11715783,SRR11715784,SRR11715785,SRR11715786,SRR11715787,SRR11715788,SRR11715789,SRR11715790,SRR11715791,SRR11715792,SRR11715793,SRR11715794,SRR11715795,SRR11715796,SRR11715797
1771,651740,1,286,Pseudomonas cedrina,bacteria,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,7,12,1,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,7,0,17,2,12,0,4,0,0,0,1,3,0,10,0,2,0,1,0,0,2,0,0,0,11,0
1773,122355,1,286,Pseudomonas psychrophila,bacteria,0,0,2,0,0,0,2,0,0,59,0,0,0,0,0,0,0,4,0,6,2,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,0,4,0,1,2,0,6,0,3,0,0,0,0,0,0,0,0,0,12,2,0,5,4,6,0,0,2,4,0,6,0
1778,1141883,1,149698,Massilia putida,bacteria,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1779,2045208,1,149698,Massilia violaceinigra,bacteria,0,0,10,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,1030157,1,13687,Sphingomonas sp. KC8,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,259537,1,73029,Dechloromonas aromatica,bacteria,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,54005,1,162289,Peptoniphilus harei,bacteria,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20
1812,1963253,1,-200011308,Whidbey virus,viruses,0,0,0,8901,0,7697,5768,0,0,0,0,2,0,7310,13228,9081,0,10635,0,0,0,3799,3901,5165,3375,20,0,16,0,9765,2389,0,5,431,0,10822,120,0,0,0,0,3742,2966,4899,0,8017,0,0,0,4793,0,0,3960,5947,0,0,0,5110,4448,0,0,0,0,10257,3514,6087,2978,0,0
1814,28135,1,838,Prevotella oris,bacteria,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,28131,1,838,Prevotella intermedia,bacteria,0,0,3,0,0,0,2,1,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,6,0,0,2,0,0,0,0,0,0,0,4,0
1819,556499,1,1743,Propionibacterium acidifaciens,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,2004644,1,469,Acinetobacter sp. WCHA45,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0
1827,1879049,1,469,Acinetobacter sp. WCHAc010034,bacteria,0,0,0,0,0,0,0,0,4,2,1,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0
1828,52133,1,469,Acinetobacter venetianus,bacteria,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1831,330922,1,497,Psychrobacter cryohalolentis,bacteria,0,0,2,0,0,0,0,0,0,56,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,2,0
1832,334543,1,497,Psychrobacter arcticus,bacteria,0,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,2100,1,2093,Mycoplasma hyorhinis,bacteria,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,0,0,0
1839,74329,1,41275,Brevundimonas mediterranea,bacteria,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1840,2591463,1,41275,Brevundimonas sp. M20,bacteria,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
1841,1827469,1,41275,Brevundimonas sp. GW460-12-10-14-LB2,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,13,0,0,0,0,0,0,0,10,0
1847,2017485,1,43668,Brachybacterium sp. VR2415,bacteria,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,623,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1848,2231053,1,958,Bdellovibrio sp. ZAP7,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,8,5,0,0,0,0,0,0,0,0,0
1849,2220073,1,958,Bdellovibrio sp. NC01,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,6,0,0,8,4,0,4,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,9,0
1852,258224,1,1716,Corynebacterium resistens,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,1717,1,1716,Corynebacterium diphtheriae,bacteria,0,0,2,1,0,0,1,0,1,2,0,0,0,0,2,0,2,3,0,1,0,0,0,0,4,0,11,26,2,0,0,0,0,2,0,0,1,0,3,7,4,0,4,3,0,0,0,2,0,0,0,5,0,0,1,0,28,0,10,0,6,0,3,0,0,0,3,8,0
1856,136857,1,1716,Corynebacterium testudinoris,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,401472,1,1716,Corynebacterium ureicelerivorans,bacteria,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0
1861,92645,1,963,Herbaspirillum frisingense,bacteria,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,1,0,0,0,0,0,0,7,0,1,1,2,3,0,0,0,1,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0
1863,2082386,1,316612,Methylibium sp. Pch-M,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,1926494,1,1822464,Paraburkholderia sp. SOS3,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,1682113,1,1763,Mycobacterium sp. YC-RL4,bacteria,0,0,6,0,0,0,0,0,0,5,0,0,2,0,0,8,4,2,0,4,0,0,4,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,6,4,4,0,0,0,0,0,0,0,0
1874,481146,1,434,Acetobacter ascendens,bacteria,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,421525,1,59732,Chryseobacterium haifense,bacteria,0,0,16,12,23,0,4,4,0,0,0,0,3,18,1,0,11,18,4,21,4,0,12,0,4,6,248,14,0,3,4,3,14,0,0,11,0,0,0,0,30,15,3,12,0,0,11,4,17,39,4,10,0,13,31,0,67,0,158,82,18,0,0,0,0,0,25,51,0
1879,1265445,1,59732,Chryseobacterium camelliae,bacteria,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1880,536441,1,59732,Chryseobacterium taklimakanense,bacteria,0,0,4,0,4,4,0,0,8,0,0,0,12,113,0,0,34,7,4,4,2,0,19,0,12,0,13930,42,4,11,14,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,4,0,0,0,1,0,3,6,0,17,9,0,1,29,20,0,4,0,0,4,0,6,8
1882,1609758,1,165696,Novosphingobium sp. P6W,bacteria,0,0,2,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,0,0,0,4,2,0,4,0,0,0,0,0,8,0,10,6,0,0,0,0,0,0,0,0,0
1889,207745,1,34072,Variovorax sp. WDL1,bacteria,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1890,436515,1,34072,Variovorax boronicumulans,bacteria,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,5,2,0,2,0,0,0,0,2,2,0
1898,2040586,1,40323,Stenotrophomonas sp. Pemsol,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,294699,1,150247,Anoxybacillus amylolyticus,bacteria,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,180957,1,122277,Pectobacterium brasiliense,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1927,2575923,1,1696,Brevibacterium sp. CS2,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,1373,1,1372,Planococcus citreus,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1939,1038856,1,1372,Planococcus plakortidis,bacteria,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,192421,1,1372,Planococcus maritimus,bacteria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1941,200991,1,1372,Planococcus rifietoensis,bacteria,0,0,2,0,0,8,0,0,0,0,4,0,0,0,0,0,0,7,0,4,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,4,2,0
1960,1286,1,1279,Staphylococcus simulans,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,29382,1,1279,Staphylococcus cohnii,bacteria,0,0,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,30,0,0,0,4,0,0,4,0,0,4,0,4,0,0,0,17,4,0,14,0,2,0,0,0,31,0,0,0,14,0,0,4,0,3,5,2,0
1963,29380,1,1279,Staphylococcus caprae,bacteria,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,29385,1,1279,Staphylococcus saprophyticus,bacteria,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,2,1,0,0
1968,399,1,1525371,Neorhizobium galegae,bacteria,0,0,9,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,4,0
1970,167964,1,233189,Anaerolinea thermophila,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,34103,1,34102,Sphaerotilus natans,bacteria,0,0,1,0,2,1,0,0,0,8,0,0,0,2,2,2,0,4,0,8,0,0,6,0,0,0,3,2,0,0,2,0,2,0,0,2,0,8,0,2,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
1976,34,1,32,Myxococcus xanthus,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1977,1332080,1,165695,Sphingobium baderi,bacteria,0,0,1,4,4,2,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,8,0,1,0,0,0,0,0,0,5,0,9,4,0,2,0,0,0,0,0,0,0
1983,84595,1,2053,Gordonia polyisoprenivorans,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,133453,1,233191,Caldilinea aerophila,bacteria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,240495,1,1847,Pseudonocardia dioxanivorans,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1993,364410,1,364409,Granulibacter bethesdensis,bacteria,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
1997,991904,1,991903,Polymorphum gilvum,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,34018,1,1081,Rhodospirillum centenum,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2003315,1,1111,Porphyrobacter sp. CACIAM 03H1,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1260,1,150022,Finegoldia magna,bacteria,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,4,12,0,1,0,0,0,0,0,0,0,3,0,0,0,0,8,3,4,0,4,0,0,0,0,2,0,0,0,0,0,1,112,0,0,0,0,2,0,0,2,0
2006,121719,1,227873,Pannonibacter phragmitetus,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0
2018,83655,1,83654,Leclercia adecarboxylata,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,13,4,0,0,0,0,0,18,1,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0
2020,730,1,724,[Haemophilus] ducreyi,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,33050,1,165697,Sphingopyxis macrogoltabida,bacteria,0,0,2,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,2,0,0,4,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,12,0,7,0,0,0,2,0,0,0,0,4,0
2023,546874,1,53387,Friedmanniella sagamiharensis,bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,857417,1,53457,Janibacter indicus,bacteria,0,0,3,0,0,0,10,0,0,10,0,0,0,0,3,0,24,0,0,9,0,0,8,0,8,2,7427,8,0,0,22,0,0,0,0,0,0,4,0,0,0,10,0,18,0,0,8,7,4,0,3,0,0,4,14,0,48,8,12,6,0,0,0,0,0,4,8,10,0
2027,648,1,642,Aeromonas caviae,bacteria,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2,0,0,2,1,0,0,0,0,0,2,0,0,0,0,7,0,0,4,0,0,0,0,4,4,0
2031,709797,1,-200041294,Bradyrhizobiaceae bacterium SG-6C,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,531844,1,-200049546,Flavobacteriaceae bacterium 3519-10,bacteria,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2037,55518,1,13134,Magnetospirillum gryphiswaldense,bacteria,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,0,0,6,0,0,0,0,0,0,0,0,5
2041,94132,1,174951,Ramlibacter tataouinensis,bacteria,0,0,4,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,6,6,0
2043,582,1,581,Morganella morganii,bacteria,0,0,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0
2044,666,1,662,Vibrio cholerae,bacteria,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,20,0,16,2,8,18,0,0,0,0,0,11,6,0,11,0,16,11,5,0,6,0,0,4,3
2046,2607737,1,1299308,Guadeloupe mosquito quaranja-like virus 1,viruses,0,0,0,13261,0,11380,9418,0,0,12,0,0,0,9557,18520,12630,0,15545,0,8,0,5983,5364,7072,6551,36,0,31,17,14673,3436,0,10,660,34,18307,238,8,57,0,4,4185,5548,6117,4,12108,4,13,0,6935,0,0,5579,8584,6,0,20,8960,7677,8,0,10,12,16232,5411,9525,4101,16,0
2054,39691,1,1866885,Mycolicibacterium moriokaense,bacteria,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,25,0,10,0,0,4,0,17,0,0,0,8,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,8,0,0,16,0,7,10,0,0,4,15,0,0
2065,1985738,1,110456,Escherichia virus T7,viruses,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2087,1404768,1,374,Bradyrhizobium amphicarpaeae,bacteria,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
